"rate","season","week"
9.47,2018,49
9.89,2018,48
1.67,2018,33
7.62,2018,46
3.08,2018,21
3.25,2018,38
2.64,2018,22
3.33,2018,20
3.67,2018,39
1.15,2018,27
3.04,2018,37
6.14,2018,40
2.44,2018,26
1.66,2018,34
2.59,2018,25
1.17,2019,32
5.75,2019,42
2.32,2019,27
2.76,2019,19
11.94,2019,12
3.05,2019,18
16.42,2019,3
5.74,2019,39
3.82,2019,17
6.37,2019,44
1.11,2019,33
4.36,2019,38
1.18,2019,30
6.47,2019,45
2.11,2019,26
16.72,2019,11
3,2019,37
1.49,2019,34
6.15,2019,41
1.66,2019,31
1.58,2019,28
1.55,2019,36
1.46,2019,35
2.53,2019,25
6.49,2019,14
27.37,2019,10
5.95,2019,40
1.67,2019,29
3.17,2019,24
6.75,2019,43
8.51,2019,13
8.56,2019,48
13.14,2019,2
3.9,2019,16
3.2,2019,23
7.18,2019,47
7.97,2019,1
5.49,2019,15
7.18,2019,46
2.62,2019,21
14.03,2019,51
12.16,2019,50
9.11,2019,49
2.54,2019,22
3.17,2019,20
3.09,2020,41
5.93,2020,43
0.41,2020,33
0.47,2020,31
0.54,2020,32
4.48,2020,42
4.19,2020,40
3.87,2020,47
2.39,2020,15
0.54,2020,28
4.28,2020,14
0.85,2020,35
3.19,2020,38
0.99,2020,24
1.36,2020,22
0.74,2020,34
12.08,2020,12
4.64,2020,48
1.27,2020,23
2.25,2020,37
4.61,2020,51
22.92,2020,11
0.75,2020,29
0.55,2020,30
0.49,2020,27
5.18,2020,46
0.57,2020,25
5.14,2020,44
0.85,2020,21
3.54,2020,39
1.15,2020,36
0.95,2020,26
5.21,2020,49
32.31,2020,10
17.51,2020,3
6.63,2020,1
1.09,2020,19
6.37,2020,45
2.28,2020,17
5.15,2020,50
1.11,2020,20
6.37,2020,13
11.37,2020,2
1.47,2020,18
2.54,2020,16
1.08,2021,29
1.21,2021,35
7.2,2021,47
1.17,2021,28
1.64,2021,17
8.17,2021,46
5.19,2021,1
3.24,2021,8
6.09,2021,40
3.07,2021,36
1.5,2021,34
9,2021,44
3.19,2021,2
3.54,2021,3
6.33,2021,45
4.96,2021,39
0.91,2021,27
7.72,2021,49
0.78,2021,30
1.1,2021,33
1.51,2021,20
7.44,2021,48
3.39,2021,52
3.66,2021,4
3.41,2021,6
4.51,2021,51
8.31,2021,43
4.89,2021,38
7.32,2021,41
1.43,2021,19
3.69,2021,37
1.76,2021,14
3.63,2021,7
6.48,2021,50
1.91,2021,15
3.57,2021,5
10.12,2021,42
2.22,2021,12
3.04,2021,10
0.85,2021,32
1.96,2021,18
1.3,2021,13
3.24,2021,9
1.63,2021,16
2.31,2021,11
0.81,2021,31
1.35,2022,35
4.93,2022,39
5.41,2022,46
1.95,2022,36
4.8,2022,11
3.34,2022,37
6.08,2022,44
1.22,2022,34
0.98,2022,33
4.81,2022,1
4.92,2022,10
5.08,2022,45
3.26,2022,20
6.54,2022,40
6.76,2022,13
1.14,2022,32
4.16,2022,9
4.9,2022,2
1.56,2022,29
17.04,2022,49
49.99,2022,52
4.66,2022,41
64.82,2022,51
0.6,2022,31
4.86,2022,38
4.21,2022,43
4.75,2022,19
5.87,2022,12
1.65,2022,28
6.6,2022,15
42.84,2022,50
3.59,2022,8
1.34,2022,27
7.15,2022,47
5.24,2022,6
9.88,2022,16
4.31,2022,7
1.41,2022,30
6.45,2022,18
7.9,2022,17
9.21,2022,48
7.42,2022,5
4.86,2022,4
5.47,2022,3
6.43,2022,42
7.66,2022,14
13.84,2023,49
21.61,2023,6
15.89,2023,13
45.27,2023,2
17.59,2023,12
4.57,2023,46
26.12,2023,5
0.92,2023,27
8.88,2023,16
25.95,2023,10
15.74,2023,50
4.25,2023,19
15.69,2023,51
6.52,2023,45
10.42,2023,52
35.73,2023,3
5.33,2023,18
3.61,2023,38
28.47,2023,9
1.2,2023,28
7.04,2023,17
24.14,2023,8
4.64,2023,41
4.17,2023,20
19.57,2023,7
5.2,2023,42
0.85,2023,31
5.59,2023,44
2.74,2023,39
8.98,2023,15
61.63,2023,1
0.82,2023,32
5.22,2023,43
1.58,2023,36
1.17,2023,34
8.48,2023,47
10.02,2023,14
20.96,2023,11
3.98,2023,40
10.43,2023,48
1.13,2023,33
2.85,2023,37
1.2,2023,30
1.31,2023,29
1.48,2023,35
28.8,2023,4
