"rate","season","week"
6.91,2018,44
7.19,2018,45
8.47,2018,49
6.46,2018,43
3.3,2018,20
8.68,2018,48
5.95,2018,42
16.94,2018,2
3.18,2018,21
5.57,2018,41
2.4,2019,29
2.33,2019,31
2.49,2019,28
12.2,2019,3
13.52,2019,12
4.73,2019,38
2.39,2019,32
20.64,2019,6
3.16,2019,25
6.1,2019,17
13.69,2019,4
16.36,2019,5
2.3,2019,30
20.74,2019,7
19.68,2019,8
17.41,2019,9
2.99,2019,34
10.24,2019,45
15.74,2019,11
5.15,2019,39
2.66,2019,33
6.85,2019,16
4.37,2019,22
5.58,2019,18
5.06,2019,19
4.87,2019,20
3.52,2019,35
3.9,2019,36
4.39,2019,37
28.35,2019,52
7.37,2019,42
9.75,2019,14
16.41,2019,10
12.47,2019,1
11.23,2019,13
4.66,2019,21
3.98,2019,23
3.58,2019,24
2.97,2019,26
16.71,2019,50
2.58,2019,27
8.12,2019,43
8.56,2019,44
6.8,2019,41
21.19,2019,51
8.25,2019,15
14.48,2019,49
11.17,2019,46
13.07,2019,47
13.04,2019,48
6.49,2019,40
11.49,2019,2
5.66,2020,29
26.56,2020,4
31.91,2020,5
5.9,2020,28
23.73,2020,8
5.38,2020,16
32.81,2020,6
28.11,2020,7
23.5,2020,3
3.09,2020,20
3.36,2020,21
6.15,2020,51
3.79,2020,34
4.86,2020,30
23.15,2020,12
4.47,2020,17
3.78,2020,18
3.26,2020,19
6.28,2020,48
6.57,2020,49
6.55,2020,50
5.35,2020,43
3.85,2020,35
4.56,2020,31
5.85,2020,52
6.61,2020,53
3.87,2020,33
22.04,2020,9
15.66,2020,13
10.68,2020,14
7.36,2020,15
3.49,2020,25
4.56,2020,26
5.24,2020,27
4.87,2020,40
5.49,2020,44
3.58,2020,36
3.81,2020,37
4.15,2020,32
4.2,2020,39
22.28,2020,2
23.21,2020,10
26.4,2020,11
26.14,2020,1
5.65,2020,41
6.66,2020,46
6.69,2020,47
3.79,2020,38
5.08,2020,42
6.31,2020,45
2.82,2020,24
2.83,2020,22
2.74,2020,23
5.92,2021,22
5.78,2021,21
12.58,2021,34
5.85,2021,25
6.68,2021,1
5.64,2021,23
5.78,2021,24
12.52,2021,33
11.1,2021,31
11.78,2021,32
5.92,2021,17
5.64,2021,15
5.86,2021,18
5.99,2021,19
13.01,2021,45
13.83,2021,46
12.73,2021,47
15.48,2021,48
5.91,2021,26
18.39,2021,50
6.57,2021,27
7.43,2021,28
8.98,2021,29
10.35,2021,30
10.49,2021,42
10.76,2021,43
11.76,2021,44
6.25,2021,20
9.91,2021,38
5.34,2021,14
4.97,2021,4
4.73,2021,5
16.18,2021,49
3.7,2021,7
3.92,2021,8
23.28,2021,51
33.49,2021,52
8.73,2021,39
11.64,2021,40
11.92,2021,35
4.52,2021,12
4.7,2021,13
5.4,2021,3
4.29,2021,11
11.06,2021,41
4.15,2021,6
10.55,2021,37
5.64,2021,2
4.14,2021,10
11.53,2021,36
3.83,2021,9
5.68,2021,16
13.99,2022,18
40.23,2022,46
15.81,2022,21
13.17,2022,17
41.04,2022,45
32.06,2022,43
48.34,2022,47
27.32,2022,1
22.18,2022,42
10.19,2022,13
40.8,2022,44
54.4,2022,48
9.5,2022,12
49,2022,49
11.16,2022,14
9.18,2022,11
13.25,2022,23
9.24,2022,33
10.48,2022,34
15.19,2022,22
8.47,2022,32
15.83,2022,20
13.03,2022,38
10.99,2022,35
15.63,2022,19
20.25,2022,2
11.79,2022,24
16.77,2022,40
18.59,2022,41
8.68,2022,31
13.45,2022,39
8.22,2022,10
11.08,2022,25
6.92,2022,8
7.55,2022,9
14.25,2022,3
9.38,2022,30
10.25,2022,27
9.67,2022,28
9.55,2022,29
11.61,2022,37
11.99,2022,15
12.32,2022,16
11.22,2022,36
44.45,2022,50
10.17,2022,4
7.56,2022,5
6.94,2022,6
10.12,2022,26
32.98,2022,52
7.01,2022,7
38.09,2022,51
19.67,2023,43
8.53,2023,32
14.11,2023,39
16.71,2023,41
18.18,2023,42
16.38,2023,40
20.99,2023,44
26.43,2023,46
24.88,2023,47
7.83,2023,31
9.8,2023,33
39.45,2023,50
11.92,2023,34
30.15,2023,48
33.16,2023,49
13.09,2023,37
13.86,2023,38
12.82,2023,35
12.93,2023,36
24.84,2023,45
19.74,2023,2
16.85,2023,3
16.98,2023,4
17.3,2023,5
18.15,2023,6
17.4,2023,7
47.48,2023,51
48.4,2023,52
16.69,2023,8
16.25,2023,9
15.95,2023,10
15.82,2023,11
16.13,2023,12
15.56,2023,13
14.1,2023,14
7.76,2023,27
7.54,2023,28
7.51,2023,29
7.69,2023,30
13.63,2023,15
12.99,2023,16
13.08,2023,17
13.3,2023,18
13.35,2023,19
12.6,2023,20
26.83,2023,1
12.09,2023,21
12.11,2023,22
10.75,2023,23
9.87,2023,24
8.99,2023,25
8.29,2023,26
