"","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"21",53.0751591458048,45.5229002437864,40.6473007651836,51.961461714961,74.4017577461149,53.8156469782558,26.3583127641253,34.3890585916214,9.77372493494082,22.2686728366528,61.5574881534116,52.4643001568469,41.7719958864338
"22",59.2093536114147,55.1738877876622,48.1983618275349,53.9252024820756,79.0266326726124,59.1011731211652,31.0083254780557,38.9908816256238,10.2519432688489,25.840043169048,69.8931952383084,65.484715876343,51.6781278077345
"23",64.0376355833694,55.8065452082894,49.1779842744818,54.8896843700563,89.1917223548101,67.9626029045737,36.0111907758851,46.0716364100511,10.7588106273689,25.2091592900369,68.7338960692621,75.4289858315005,66.3001426346243
"24",72.1462738925976,86.3944652190659,74.727850103704,73.7666351679865,56.6524237648097,51.8699013148223,45.6168719452125,50.4887634518764,12.6871103608691,23.9997832728322,48.2925967284837,54.1001820063659,56.8405986278084
"25",73.1143264567017,86.2759900466638,74.8942453040228,73.7411320411409,59.074977297737,61.6394971021672,49.6555731762095,55.6869542678482,13.7713657538772,23.9888683268285,47.7583674472254,58.5478029612342,55.3491232004858
"26",75.8986756633574,86.4513333018189,83.7319396758809,78.6655539884271,58.9304499562839,63.3196042094493,57.8498440099408,58.6665679247772,13.1983852616371,24.9843114023616,46.3827811197749,62.032381776044,61.4111802023689
"27",74.8347763107282,83.4278469021171,85.6115023611713,87.0328980598751,63.7939097004182,60.729060683221,61.5671572186604,58.0368213490409,12.495382273081,26.3617775880227,51.1800302931794,55.3297804530477,61.5714390233563
"28",41.4153973217196,42.1487273337743,35.2968748169067,40.9209262568741,45.8518725971756,40.181804844162,27.6573496653587,34.4224373853883,10.6045466486889,21.8429899425103,76.5786313045814,37.850995540513,34.9492436809306
"29",26.5735221185993,18.6171885912674,16.7660741278899,19.4194718599194,16.5151163669919,14.9643053298605,6.82106746581859,4.70418466822102,5.04443210283642,5.71943170591416,20.3050384309837,12.3518753053037,9.88476407850238
"30",53.3555110022409,46.2858803540559,39.5387806278489,35.9130395308204,46.7970355285828,40.8856334972127,30.1542873768988,41.7679972670334,12.7444084100931,19.9350573810718,70.18302003057,38.9129214717382,38.7099840134347
"31",84.4889440849245,84.6884227364756,76.1340067261158,76.6276223068524,54.7712742411351,53.3206965061106,65.3518944879976,54.5810035677035,13.3328153002011,23.2422860201786,46.1340508876101,64.2637160201974,65.4539760598108
"32",84.0025216331593,78.6130158956954,66.5487057500088,72.7720132210064,55.3447954373774,51.2296442820472,62.753820685531,51.082905980928,13.4275774585331,22.0372759813753,48.8635948266707,57.2515654378966,65.4069668056545
"33",87.1726541636288,66.8152582278934,60.5233246229743,68.830620890316,54.3009868602165,46.2165679403188,64.2731095181153,44.1200896011439,13.3923171205491,23.5020617350656,53.2780157296999,55.2008015950041,NA
"34",77.3723200369317,60.1924960906155,56.9329380470828,61.8288533381483,54.5762770344127,45.4809534771304,52.6132419686369,42.9140025196984,11.880530129485,23.1244046033392,52.7827181369543,50.6951401540162,NA
"35",83.0224882204896,60.6592882698798,53.6050340407082,57.0713609483973,52.0849009579364,43.033446096522,43.1558937326684,42.7293065275213,12.041405421537,23.8404250611788,58.5229793210011,48.3735207092324,NA
"36",78.6782325305869,57.3253969184845,49.3303179085764,50.9042411839052,49.520114168341,43.6646214692577,37.8900745984302,35.43047695715,11.541149376389,23.4322060806422,55.9448363928233,47.0041951663367,NA
"37",60.5919435358901,64.5855554832857,53.1199100059762,54.0388073198426,110.120657848082,74.5104797929545,40.9758491060311,48.986717732364,11.0827649825969,20.8584618129808,68.9134144107375,76.8133589078345,93.0761864451978
"38",68.2333287510581,72.0874033997872,61.2732748215939,60.273162600564,106.145008915731,87.7765146954541,43.6368520317409,54.5364985093476,11.439775904685,21.3234385127364,73.807992805424,82.103641735254,122.474064567125
"39",73.6510684724425,82.9515767090606,66.2159153493713,62.0375152850672,111.935278912993,108.280632649326,47.7811842910389,60.2197944613989,12.510808670949,20.8628277913823,80.0457144538003,87.3444826670902,136.328973837555
"40",77.7365378333273,95.6995052595276,65.2339493080538,70.7039414804324,108.757971485811,122.475267290851,47.4620437374487,64.3587648884997,13.4297812296571,19.1775601284183,72.4432208358936,85.6914036364987,126.852335556501
"41",74.6670444308092,92.462763549502,68.0345445810239,72.969082837541,102.671764551288,123.646801435929,50.3837530308801,58.5152507263671,12.9074874732691,19.4744466597176,66.5818388431406,79.773423699934,91.9244597183684
"42",69.7045769549193,53.4038687119747,43.2018186292317,48.4165270834165,45.7807559688416,38.8013925181788,35.9482616526419,34.0508201481164,11.0739498981009,21.7316574932731,61.9965510849721,42.4254457057908,NA
"43",66.1438687612097,44.6177499266342,38.1982446478164,51.567322481892,43.5623759817765,37.3256227617823,30.1587823142733,29.3911405382513,10.5825089374489,23.8775358775912,73.6847091251336,38.8161873282055,NA
"44",72.7932397151424,120.711983657061,81.6109867704098,69.7603257871436,70.4467555768283,102.227706233091,47.720502636483,64.6769760557445,13.1807550926451,22.4564099079156,64.325963780985,77.2110437201355,77.5866372006963
"45",74.1231139059289,105.26992968617,79.2275512954218,66.3823207131342,66.4596362205522,78.9332482321243,47.5024981738193,66.2034995573527,11.662356788209,23.0065231864997,63.0888012349132,68.6511468413121,71.2916707123116
"46",39.7836057470789,44.6864655266275,36.6350672025686,35.0505701502222,47.3659685552551,37.1371783159655,28.3046206472881,25.32337820452,32.9067104235708,17.7869960075529,77.9823349626245,33.923589313087,NA
"47",45.642240695679,50.9182595949784,40.6426135764422,37.8095447817055,46.046869803898,41.2874969539545,32.5725636843851,34.164308046924,23.820562079318,18.7322303314692,70.8426958637028,35.0779500925767,37.1565418419969
"48",56.6981677520557,38.6110586858473,34.8234687540281,39.4092863747505,39.0430289553876,33.1753041237934,24.6547314991861,28.182828203888,9.23159723843677,19.7276734070024,79.1913801781038,30.3573238881829,37.9749302211726
"49",63.7524913875071,41.7506507545032,36.7967752141459,44.496000947418,41.7867543582105,38.1407017503152,27.9787376876361,31.2759297596246,10.0976792901688,23.6701519035218,78.6766167411019,36.2194129862621,39.8553003874246
"50",80.6215261679345,115.994302292009,75.3418718288239,68.0353870259473,88.6044366498581,120.338806766591,49.871330170186,63.3062202583821,12.7201669277291,19.9590702622798,65.8421367613983,79.7949201762745,80.9948081270282
"51",28.4688923616843,32.8934468657215,25.5311170742568,27.306893453454,32.2227148896747,26.2142117036216,22.8477666746332,22.791040384068,22.9478687142139,16.2698185130451,45.2862052266657,24.5919689336363,NA
"52",33.6637882997477,37.4428934859625,28.2004710624685,31.4314446042177,36.1914815676711,31.6427739921509,23.569204123242,20.3499379332456,27.4589882050423,16.6343777095671,65.3165589664761,29.3813838623201,NA
