"","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"1",26.3267166381471,29.7040952246568,20.3634914868934,25.3269234238013,27.0082601734401,23.9392558637611,19.4788111124381,17.1010686732633,17.2334901896814,16.9443621760709,31.307566179004,34.4395047452612,27.7375967364979
"2",26.5184102151974,30.279884562531,25.3694090626794,23.7457295593713,26.3337992466593,23.1786668354645,19.7732295104685,19.7179661045915,19.6422120282136,15.1084682582564,30.4056487284586,27.4918435919821,29.1051386755903
"3",49.2652493019299,36.1681006309158,32.7236081978931,34.7190295012289,37.0402929381096,31.2795075905763,21.5195126804656,25.6237873484225,8.74676759115673,21.5482864004117,85.93737664873,33.5409520342245,35.528312220765
"4",49.7372947354163,32.5072178036907,31.2729232824383,34.3202533360061,35.3357879428777,29.345114002192,23.3017553494587,24.2775093331558,8.25312285938069,18.6470937526407,67.6373201761529,30.6819206809258,35.5860053963205
"5",46.6078970900699,33.4716057070438,29.5972533073976,34.4361766398499,34.8586183076041,29.5766963331958,21.3801696218558,21.3357249758293,8.03715328922867,16.2065118262239,49.3221236024876,28.8439719538053,31.7162890655449
"6",42.7716293793506,28.0288562868909,27.8676806618311,28.9530043680365,29.2449928387849,27.2313576280302,23.7220319939753,19.9916722134804,7.36059555416062,14.4601204656395,38.3715047724843,24.6822541342668,28.5709426056324
"7",37.1334420443583,26.7066733628834,26.7497861470137,27.3602181732222,24.3218868902414,23.3194325660746,17.220105081747,16.907471669415,6.82507917102857,11.2926031353794,31.0696503047594,21.6662985036819,25.5901285352669
"8",34.4377511170883,24.884525211339,23.3609486870013,25.2156370521112,23.5533684872768,19.6481714951621,13.7927153336832,13.3426164951056,5.86643873208849,10.4063095198827,31.0436958457509,20.3313673229312,21.4875027179896
"9",74.1973951670359,96.6733711766729,79.5744032622834,71.8909961117933,61.3575916587811,67.245151761464,44.0548812075703,62.3004059395383,13.3702794093091,20.0835006467215,56.2130324692445,59.5151443965608,68.3172669947856
"10",73.6486723027294,91.735325990953,77.6010968021655,73.9242908612142,61.5021190002342,66.1984904419274,44.3133401066046,52.905388120603,13.5487848703531,22.0983996789958,48.0849610564157,57.0602467984653,60.1825292414655
"11",46.9361723407686,45.7716981058308,35.3367159212084,40.3737682627312,48.3248959953722,37.7479199536127,24.9918518022744,36.1781619375295,9.98749073396884,21.172812257886,59.1264204929487,42.9714562048418,37.3189374472642
"12",46.8570987402353,50.1197369329882,37.3006480038435,43.8978366995838,52.190428858045,45.7216174681735,24.2052377617351,32.7201189032743,10.2343130998569,19.4744466597176,61.0405618448256,49.7514448426643,37.5603940708852
"13",50.9329834222676,52.2238559948496,43.9400508559978,44.8669555197182,61.4860604067394,51.0661744013387,21.1194632541342,36.0112679686948,10.6794748669049,20.9959901326269,53.4986286312721,51.5335027312993,43.2292827652792
"14",27.9033963093859,30.7443072383473,23.5414054535441,26.2218513294757,26.8545564928472,23.4670095417142,20.121587156993,19.5065670774009,18.1612778328855,14.2025277399532,29.6270149582036,23.4182613254401,31.2098711912248
"15",26.0727226485554,31.1874043831312,23.1172148724499,26.7064107395429,28.1644789050645,25.6420671211417,19.8204263529009,19.1950316689094,18.5182887549736,13.6393165261648,24.4426117712556,22.0661329636169,30.9577306462046
"16",26.2716047347451,28.9790271695559,24.9522492646973,26.5278888516234,26.2190950074108,26.1619921583952,18.2112387728264,18.6298174277892,19.8890343941017,14.6980662885191,20.2012205949497,20.3851085137826,31.7825293782197
"17",25.2172900609684,31.0002136107358,24.0663705925778,25.990004721788,25.3221078564879,27.976053751258,19.5956794841754,21.1577047424056,20.8608974597857,14.5867338392818,19.0029897373906,21.2664640437469,NA
"18",27.3786351422106,28.761032852336,24.4999355511548,26.8385633059249,26.726087744889,26.7205142508161,20.2519403408538,21.1688310069946,20.8168220373057,14.5845508500811,23.0540482143008,23.8589390904222,NA
"19",26.882628011593,31.4338327417276,24.8913158110594,27.5039630699885,28.0658332593109,25.3446427548525,23.3646844727018,21.4848169213216,20.6471316607577,16.34404014587,30.6284245016149,22.3778318705554,NA
"20",30.1054762757513,21.8420827840528,22.3836698344251,20.4210492051301,19.0340214608879,17.638854211453,10.3473458361215,9.19919556216921,6.13309503809251,6.86550103629772,22.8766927444094,16.4899470008675,17.3549619207947
