WHOREGION;FLUSEASON;HEMISPHERE;ITZ;COUNTRY_CODE;COUNTRY_AREA_TERRITORY;ISO_WEEKSTARTDATE;ISO_YEAR;ISO_WEEK;MMWR_WEEKSTARTDATE;MMWR_YEAR;MMWR_WEEK;ORIGIN_SOURCE;AGEGROUP_CODE;CASE_INFO;REPORTED_CASES
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;19/02/2018;2018;8;18/02/2018;2018;8;NOTDEFINED;All;ILI;10396
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;26/02/2018;2018;9;25/02/2018;2018;9;NOTDEFINED;All;ILI;10166
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;05/03/2018;2018;10;04/03/2018;2018;10;NOTDEFINED;All;ILI;10487
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;12/03/2018;2018;11;11/03/2018;2018;11;NOTDEFINED;All;ILI;12594
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;19/03/2018;2018;12;18/03/2018;2018;12;NOTDEFINED;All;ILI;14493
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;11/02/2019;2019;7;10/02/2019;2019;7;NOTDEFINED;All;ILI;9513
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/02/2019;2019;8;17/02/2019;2019;8;NOTDEFINED;All;ILI;9655
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;25/02/2019;2019;9;24/02/2019;2019;9;NOTDEFINED;All;ILI;10242
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;04/03/2019;2019;10;03/03/2019;2019;10;NOTDEFINED;All;ILI;9145
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;11/03/2019;2019;11;10/03/2019;2019;11;NOTDEFINED;All;ILI;11380
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/03/2019;2019;12;17/03/2019;2019;12;NOTDEFINED;All;ILI;15353
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;10/02/2020;2020;7;09/02/2020;2020;7;NOTDEFINED;All;ILI;9446
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;17/02/2020;2020;8;16/02/2020;2020;8;NOTDEFINED;All;ILI;9369
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;24/02/2020;2020;9;23/02/2020;2020;9;NOTDEFINED;All;ILI;10413
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;02/03/2020;2020;10;01/03/2020;2020;10;NOTDEFINED;All;ILI;12460
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;09/03/2020;2020;11;08/03/2020;2020;11;NOTDEFINED;All;ILI;14932
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;16/03/2020;2020;12;15/03/2020;2020;12;NOTDEFINED;All;ILI;10809
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;21/06/2021;2021;25;20/06/2021;2021;25;NOTDEFINED;All;ILI;8921
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;28/06/2021;2021;26;27/06/2021;2021;26;NOTDEFINED;All;ILI;9143
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;05/07/2021;2021;27;04/07/2021;2021;27;NOTDEFINED;All;ILI;10287
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;12/07/2021;2021;28;11/07/2021;2021;28;NOTDEFINED;All;ILI;10539
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;19/07/2021;2021;29;18/07/2021;2021;29;NOTDEFINED;All;ILI;9200
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;26/07/2021;2021;30;25/07/2021;2021;30;NOTDEFINED;All;ILI;10123
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;13/06/2022;2022;24;12/06/2022;2022;24;NOTDEFINED;All;ILI;33494
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;20/06/2022;2022;25;19/06/2022;2022;25;NOTDEFINED;All;ILI;30784
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;27/06/2022;2022;26;26/06/2022;2022;26;NOTDEFINED;All;ILI;30442
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;04/07/2022;2022;27;03/07/2022;2022;27;NOTDEFINED;All;ILI;29741
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;11/07/2022;2022;28;10/07/2022;2022;28;NOTDEFINED;All;ILI;29169
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/07/2022;2022;29;17/07/2022;2022;29;NOTDEFINED;All;ILI;25990
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;25/07/2022;2022;30;24/07/2022;2022;30;NOTDEFINED;All;ILI;22232
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;12/06/2023;2023;24;11/06/2023;2023;24;NOTDEFINED;All;ILI;39863
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;19/06/2023;2023;25;18/06/2023;2023;25;NOTDEFINED;All;ILI;37110
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;26/06/2023;2023;26;25/06/2023;2023;26;NOTDEFINED;All;ILI;37120
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;03/07/2023;2023;27;02/07/2023;2023;27;NOTDEFINED;All;ILI;35918
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;10/07/2023;2023;28;09/07/2023;2023;28;NOTDEFINED;All;ILI;31936
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;17/07/2023;2023;29;16/07/2023;2023;29;NOTDEFINED;All;ILI;27686
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;24/07/2023;2023;30;23/07/2023;2023;30;NOTDEFINED;All;ILI;26544
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;10/06/2024;2024;24;09/06/2024;2024;24;NOTDEFINED;All;ILI;59366
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;17/06/2024;2024;25;16/06/2024;2024;25;NOTDEFINED;All;ILI;43020
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;24/06/2024;2024;26;23/06/2024;2024;26;NOTDEFINED;All;ILI;37905
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;01/07/2024;2024;27;30/06/2024;2024;27;NOTDEFINED;All;ILI;36310
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;08/07/2024;2024;28;07/07/2024;2024;28;NOTDEFINED;All;ILI;33364
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;15/07/2024;2024;29;14/07/2024;2024;29;NOTDEFINED;All;ILI;31972
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);05/03/2018;2018;10;04/03/2018;2018;10;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);12/03/2018;2018;11;11/03/2018;2018;11;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);19/03/2018;2018;12;18/03/2018;2018;12;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);26/03/2018;2018;13;25/03/2018;2018;13;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);02/04/2018;2018;14;01/04/2018;2018;14;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);09/04/2018;2018;15;08/04/2018;2018;15;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);01/10/2018;2018;40;30/09/2018;2018;40;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);08/10/2018;2018;41;07/10/2018;2018;41;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);15/10/2018;2018;42;14/10/2018;2018;42;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);22/10/2018;2018;43;21/10/2018;2018;43;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);29/10/2018;2018;44;28/10/2018;2018;44;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);05/11/2018;2018;45;04/11/2018;2018;45;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);30/09/2019;2019;40;29/09/2019;2019;40;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);07/10/2019;2019;41;06/10/2019;2019;41;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);14/10/2019;2019;42;13/10/2019;2019;42;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);21/10/2019;2019;43;20/10/2019;2019;43;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);28/10/2019;2019;44;27/10/2019;2019;44;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);04/11/2019;2019;45;03/11/2019;2019;45;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);28/09/2020;2020;40;27/09/2020;2020;40;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);05/10/2020;2020;41;04/10/2020;2020;41;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);12/10/2020;2020;42;11/10/2020;2020;42;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);19/10/2020;2020;43;18/10/2020;2020;43;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);26/10/2020;2020;44;25/10/2020;2020;44;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);02/11/2020;2020;45;01/11/2020;2020;45;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);01/03/2021;2021;9;28/02/2021;2021;9;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);08/03/2021;2021;10;07/03/2021;2021;10;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);15/03/2021;2021;11;14/03/2021;2021;11;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);22/03/2021;2021;12;21/03/2021;2021;12;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);29/03/2021;2021;13;28/03/2021;2021;13;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);05/04/2021;2021;14;04/04/2021;2021;14;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);28/02/2022;2022;9;27/02/2022;2022;9;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);07/03/2022;2022;10;06/03/2022;2022;10;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);14/03/2022;2022;11;13/03/2022;2022;11;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);21/03/2022;2022;12;20/03/2022;2022;12;NOTDEFINED;All;ILI;4
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);28/03/2022;2022;13;27/03/2022;2022;13;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);04/04/2022;2022;14;03/04/2022;2022;14;NOTDEFINED;All;ILI;2
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);27/02/2023;2023;9;26/02/2023;2023;9;NOTDEFINED;All;ILI;62
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);06/03/2023;2023;10;05/03/2023;2023;10;NOTDEFINED;All;ILI;63
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);13/03/2023;2023;11;12/03/2023;2023;11;NOTDEFINED;All;ILI;67
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);20/03/2023;2023;12;19/03/2023;2023;12;NOTDEFINED;All;ILI;73
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);27/03/2023;2023;13;26/03/2023;2023;13;NOTDEFINED;All;ILI;67
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);03/04/2023;2023;14;02/04/2023;2023;14;NOTDEFINED;All;ILI;56
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);26/02/2024;2024;9;25/02/2024;2024;9;NOTDEFINED;All;ILI;21
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);04/03/2024;2024;10;03/03/2024;2024;10;NOTDEFINED;All;ILI;52
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);11/03/2024;2024;11;10/03/2024;2024;11;NOTDEFINED;All;ILI;47
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);18/03/2024;2024;12;17/03/2024;2024;12;NOTDEFINED;All;ILI;10
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);25/03/2024;2024;13;24/03/2024;2024;13;NOTDEFINED;All;ILI;16
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);01/04/2024;2024;14;31/03/2024;2024;14;NOTDEFINED;All;ILI;19
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);15/04/2019;2019;16;14/04/2019;2019;16;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);22/04/2019;2019;17;21/04/2019;2019;17;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);29/04/2019;2019;18;28/04/2019;2019;18;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);06/05/2019;2019;19;05/05/2019;2019;19;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);13/05/2019;2019;20;12/05/2019;2019;20;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);20/05/2019;2019;21;19/05/2019;2019;21;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);13/04/2020;2020;16;12/04/2020;2020;16;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);20/04/2020;2020;17;19/04/2020;2020;17;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);27/04/2020;2020;18;26/04/2020;2020;18;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);04/05/2020;2020;19;03/05/2020;2020;19;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);11/05/2020;2020;20;10/05/2020;2020;20;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);18/05/2020;2020;21;17/05/2020;2020;21;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);16/08/2021;2021;33;15/08/2021;2021;33;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);23/08/2021;2021;34;22/08/2021;2021;34;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);30/08/2021;2021;35;29/08/2021;2021;35;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);06/09/2021;2021;36;05/09/2021;2021;36;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);13/09/2021;2021;37;12/09/2021;2021;37;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);20/09/2021;2021;38;19/09/2021;2021;38;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);15/08/2022;2022;33;14/08/2022;2022;33;NOTDEFINED;All;ILI;10
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);22/08/2022;2022;34;21/08/2022;2022;34;NOTDEFINED;All;ILI;9
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);29/08/2022;2022;35;28/08/2022;2022;35;NOTDEFINED;All;ILI;7
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);05/09/2022;2022;36;04/09/2022;2022;36;NOTDEFINED;All;ILI;11
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);12/09/2022;2022;37;11/09/2022;2022;37;NOTDEFINED;All;ILI;3
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);19/09/2022;2022;38;18/09/2022;2022;38;NOTDEFINED;All;ILI;10
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);14/08/2023;2023;33;13/08/2023;2023;33;NOTDEFINED;All;ILI;3
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);21/08/2023;2023;34;20/08/2023;2023;34;NOTDEFINED;All;ILI;2
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);28/08/2023;2023;35;27/08/2023;2023;35;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);04/09/2023;2023;36;03/09/2023;2023;36;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);11/09/2023;2023;37;10/09/2023;2023;37;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);18/09/2023;2023;38;17/09/2023;2023;38;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);27/05/2019;2019;22;26/05/2019;2019;22;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);03/06/2019;2019;23;02/06/2019;2019;23;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);10/06/2019;2019;24;09/06/2019;2019;24;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);17/06/2019;2019;25;16/06/2019;2019;25;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);24/06/2019;2019;26;23/06/2019;2019;26;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);01/07/2019;2019;27;30/06/2019;2019;27;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);25/05/2020;2020;22;24/05/2020;2020;22;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);01/06/2020;2020;23;31/05/2020;2020;23;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);08/06/2020;2020;24;07/06/2020;2020;24;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);15/06/2020;2020;25;14/06/2020;2020;25;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);22/06/2020;2020;26;21/06/2020;2020;26;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);29/06/2020;2020;27;28/06/2020;2020;27;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);27/09/2021;2021;39;26/09/2021;2021;39;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);04/10/2021;2021;40;03/10/2021;2021;40;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);11/10/2021;2021;41;10/10/2021;2021;41;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);18/10/2021;2021;42;17/10/2021;2021;42;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);25/10/2021;2021;43;24/10/2021;2021;43;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);01/11/2021;2021;44;31/10/2021;2021;44;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);26/09/2022;2022;39;25/09/2022;2022;39;NOTDEFINED;All;ILI;5
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);03/10/2022;2022;40;02/10/2022;2022;40;NOTDEFINED;All;ILI;17
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);10/10/2022;2022;41;09/10/2022;2022;41;NOTDEFINED;All;ILI;11
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);17/10/2022;2022;42;16/10/2022;2022;42;NOTDEFINED;All;ILI;24
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);24/10/2022;2022;43;23/10/2022;2022;43;NOTDEFINED;All;ILI;15
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);31/10/2022;2022;44;30/10/2022;2022;44;NOTDEFINED;All;ILI;7
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);25/09/2023;2023;39;24/09/2023;2023;39;NOTDEFINED;All;ILI;3
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);02/10/2023;2023;40;01/10/2023;2023;40;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);09/10/2023;2023;41;08/10/2023;2023;41;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);16/04/2018;2018;16;15/04/2018;2018;16;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);16/10/2023;2023;42;15/10/2023;2023;42;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);23/10/2023;2023;43;22/10/2023;2023;43;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);30/10/2023;2023;44;29/10/2023;2023;44;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);07/10/2024;2024;41;06/10/2024;2024;41;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);14/10/2024;2024;42;13/10/2024;2024;42;NOTDEFINED;All;ILI;2
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);21/10/2024;2024;43;20/10/2024;2024;43;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);23/04/2018;2018;17;22/04/2018;2018;17;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);30/04/2018;2018;18;29/04/2018;2018;18;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);07/05/2018;2018;19;06/05/2018;2018;19;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);14/05/2018;2018;20;13/05/2018;2018;20;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);21/05/2018;2018;21;20/05/2018;2018;21;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);12/11/2018;2018;46;11/11/2018;2018;46;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);19/11/2018;2018;47;18/11/2018;2018;47;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);26/11/2018;2018;48;25/11/2018;2018;48;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);03/12/2018;2018;49;02/12/2018;2018;49;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);10/12/2018;2018;50;09/12/2018;2018;50;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);17/12/2018;2018;51;16/12/2018;2018;51;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);31/12/2018;2019;1;30/12/2018;2019;1;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);07/01/2019;2019;2;06/01/2019;2019;2;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);14/01/2019;2019;3;13/01/2019;2019;3;NOTDEFINED;All;ILI;1
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);11/11/2019;2019;46;10/11/2019;2019;46;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);18/11/2019;2019;47;17/11/2019;2019;47;NOTDEFINED;All;ILI;0
AMR;YR;SH;FLU_TRP_SAMR;BOL;Bolivia (Plurinational State of);25/11/2019;2019;48;24/11/2019;2019;48;NOTDEFINED;All;ILI;0
