WHOREGION;FLUSEASON;HEMISPHERE;ITZ;COUNTRY_CODE;COUNTRY_AREA_TERRITORY;ISO_WEEKSTARTDATE;ISO_YEAR;ISO_WEEK;MMWR_WEEKSTARTDATE;MMWR_YEAR;MMWR_WEEK;ORIGIN_SOURCE;AGEGROUP_CODE;CASE_INFO;REPORTED_CASES
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;02/07/2012;2012;27;01/07/2012;2012;27;NOTDEFINED;All;ILI;30379
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;09/07/2012;2012;28;08/07/2012;2012;28;NOTDEFINED;All;ILI;30934
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;16/07/2012;2012;29;15/07/2012;2012;29;NOTDEFINED;All;ILI;30965
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;23/07/2012;2012;30;22/07/2012;2012;30;NOTDEFINED;All;ILI;30736
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;30/07/2012;2012;31;29/07/2012;2012;31;NOTDEFINED;All;ILI;30109
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;06/08/2012;2012;32;05/08/2012;2012;32;NOTDEFINED;All;ILI;30513
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;01/07/2013;2013;27;30/06/2013;2013;27;NOTDEFINED;All;ILI;50944
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;08/07/2013;2013;28;07/07/2013;2013;28;NOTDEFINED;All;ILI;44427
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;15/07/2013;2013;29;14/07/2013;2013;29;NOTDEFINED;All;ILI;40799
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;22/07/2013;2013;30;21/07/2013;2013;30;NOTDEFINED;All;ILI;38715
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;29/07/2013;2013;31;28/07/2013;2013;31;NOTDEFINED;All;ILI;36461
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;05/08/2013;2013;32;04/08/2013;2013;32;NOTDEFINED;All;ILI;36411
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;30/06/2014;2014;27;29/06/2014;2014;27;NOTDEFINED;All;ILI;34823
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;07/07/2014;2014;28;06/07/2014;2014;28;NOTDEFINED;All;ILI;33806
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;14/07/2014;2014;29;13/07/2014;2014;29;NOTDEFINED;All;ILI;33954
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;21/07/2014;2014;30;20/07/2014;2014;30;NOTDEFINED;All;ILI;33112
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;28/07/2014;2014;31;27/07/2014;2014;31;NOTDEFINED;All;ILI;31886
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;04/08/2014;2014;32;03/08/2014;2014;32;NOTDEFINED;All;ILI;31957
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;16/03/2015;2015;12;15/03/2015;2015;11;NOTDEFINED;All;ILI;15118
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;23/03/2015;2015;13;22/03/2015;2015;12;NOTDEFINED;All;ILI;16308
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;30/03/2015;2015;14;29/03/2015;2015;13;NOTDEFINED;All;ILI;15490
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;06/04/2015;2015;15;05/04/2015;2015;14;NOTDEFINED;All;ILI;17650
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;13/04/2015;2015;16;12/04/2015;2015;15;NOTDEFINED;All;ILI;17414
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;20/04/2015;2015;17;19/04/2015;2015;16;NOTDEFINED;All;ILI;18934
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;31/10/2016;2016;44;30/10/2016;2016;44;NOTDEFINED;All;ILI;17019
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;07/11/2016;2016;45;06/11/2016;2016;45;NOTDEFINED;All;ILI;16146
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;14/11/2016;2016;46;13/11/2016;2016;46;NOTDEFINED;All;ILI;15403
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;21/11/2016;2016;47;20/11/2016;2016;47;NOTDEFINED;All;ILI;15195
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;28/11/2016;2016;48;27/11/2016;2016;48;NOTDEFINED;All;ILI;12748
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;05/12/2016;2016;49;04/12/2016;2016;49;NOTDEFINED;All;ILI;10602
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;30/10/2017;2017;44;29/10/2017;2017;44;NOTDEFINED;All;ILI;14612
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;06/11/2017;2017;45;05/11/2017;2017;45;NOTDEFINED;All;ILI;13777
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;13/11/2017;2017;46;12/11/2017;2017;46;NOTDEFINED;All;ILI;12925
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;20/11/2017;2017;47;19/11/2017;2017;47;NOTDEFINED;All;ILI;13027
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;27/11/2017;2017;48;26/11/2017;2017;48;NOTDEFINED;All;ILI;11994
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;04/12/2017;2017;49;03/12/2017;2017;49;NOTDEFINED;All;ILI;10271
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;29/10/2018;2018;44;28/10/2018;2018;44;NOTDEFINED;All;ILI;10970
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;05/11/2018;2018;45;04/11/2018;2018;45;NOTDEFINED;All;ILI;9575
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;12/11/2018;2018;46;11/11/2018;2018;46;NOTDEFINED;All;ILI;10368
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;19/11/2018;2018;47;18/11/2018;2018;47;NOTDEFINED;All;ILI;9513
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;26/11/2018;2018;48;25/11/2018;2018;48;NOTDEFINED;All;ILI;10555
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;03/12/2018;2018;49;02/12/2018;2018;49;NOTDEFINED;All;ILI;7662
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;28/10/2019;2019;44;27/10/2019;2019;44;NOTDEFINED;All;ILI;12665
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;04/11/2019;2019;45;03/11/2019;2019;45;NOTDEFINED;All;ILI;11515
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;11/11/2019;2019;46;10/11/2019;2019;46;NOTDEFINED;All;ILI;10910
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/11/2019;2019;47;17/11/2019;2019;47;NOTDEFINED;All;ILI;9588
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;25/11/2019;2019;48;24/11/2019;2019;48;NOTDEFINED;All;ILI;8984
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;02/12/2019;2019;49;01/12/2019;2019;49;NOTDEFINED;All;ILI;7598
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;26/10/2020;2020;44;25/10/2020;2020;44;NOTDEFINED;All;ILI;4189
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;02/11/2020;2020;45;01/11/2020;2020;45;NOTDEFINED;All;ILI;3969
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;09/11/2020;2020;46;08/11/2020;2020;46;NOTDEFINED;All;ILI;3745
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;16/11/2020;2020;47;15/11/2020;2020;47;NOTDEFINED;All;ILI;3647
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;23/11/2020;2020;48;22/11/2020;2020;48;NOTDEFINED;All;ILI;3340
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;30/11/2020;2020;49;29/11/2020;2020;49;NOTDEFINED;All;ILI;3097
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;22/03/2021;2021;12;21/03/2021;2021;12;NOTDEFINED;All;ILI;8581
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;29/03/2021;2021;13;28/03/2021;2021;13;NOTDEFINED;All;ILI;9132
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;05/04/2021;2021;14;04/04/2021;2021;14;NOTDEFINED;All;ILI;10006
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;12/04/2021;2021;15;11/04/2021;2021;15;NOTDEFINED;All;ILI;9699
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;19/04/2021;2021;16;18/04/2021;2021;16;NOTDEFINED;All;ILI;8921
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;26/04/2021;2021;17;25/04/2021;2021;17;NOTDEFINED;All;ILI;9618
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;21/03/2022;2022;12;20/03/2022;2022;12;NOTDEFINED;All;ILI;32754
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;28/03/2022;2022;13;27/03/2022;2022;13;NOTDEFINED;All;ILI;32449
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;04/04/2022;2022;14;03/04/2022;2022;14;NOTDEFINED;All;ILI;35406
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;11/04/2022;2022;15;10/04/2022;2022;15;NOTDEFINED;All;ILI;27337
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/04/2022;2022;16;17/04/2022;2022;16;NOTDEFINED;All;ILI;28222
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;25/04/2022;2022;17;24/04/2022;2022;17;NOTDEFINED;All;ILI;24735
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;20/03/2023;2023;12;19/03/2023;2023;12;NOTDEFINED;All;ILI;16318
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;27/03/2023;2023;13;26/03/2023;2023;13;NOTDEFINED;All;ILI;18102
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;03/04/2023;2023;14;02/04/2023;2023;14;NOTDEFINED;All;ILI;17608
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;10/04/2023;2023;15;09/04/2023;2023;15;NOTDEFINED;All;ILI;19990
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;17/04/2023;2023;16;16/04/2023;2023;16;NOTDEFINED;All;ILI;23144
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;24/04/2023;2023;17;23/04/2023;2023;17;NOTDEFINED;All;ILI;23973
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/03/2024;2024;12;17/03/2024;2024;12;NOTDEFINED;All;ILI;17389
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;25/03/2024;2024;13;24/03/2024;2024;13;NOTDEFINED;All;ILI;18116
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;01/04/2024;2024;14;31/03/2024;2024;14;NOTDEFINED;All;ILI;16356
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;08/04/2024;2024;15;07/04/2024;2024;15;NOTDEFINED;All;ILI;17465
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;15/04/2024;2024;16;14/04/2024;2024;16;NOTDEFINED;All;ILI;17578
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;22/04/2024;2024;17;21/04/2024;2024;17;NOTDEFINED;All;ILI;20231
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;13/08/2012;2012;33;12/08/2012;2012;33;NOTDEFINED;All;ILI;31675
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;20/08/2012;2012;34;19/08/2012;2012;34;NOTDEFINED;All;ILI;31231
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;27/08/2012;2012;35;26/08/2012;2012;35;NOTDEFINED;All;ILI;35260
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;03/09/2012;2012;36;02/09/2012;2012;36;NOTDEFINED;All;ILI;35057
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;10/09/2012;2012;37;09/09/2012;2012;37;NOTDEFINED;All;ILI;36380
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;17/09/2012;2012;38;16/09/2012;2012;38;NOTDEFINED;All;ILI;32290
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;12/08/2013;2013;33;11/08/2013;2013;33;NOTDEFINED;All;ILI;36485
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;19/08/2013;2013;34;18/08/2013;2013;34;NOTDEFINED;All;ILI;35209
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;26/08/2013;2013;35;25/08/2013;2013;35;NOTDEFINED;All;ILI;35741
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;02/09/2013;2013;36;01/09/2013;2013;36;NOTDEFINED;All;ILI;33177
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;09/09/2013;2013;37;08/09/2013;2013;37;NOTDEFINED;All;ILI;28198
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;16/09/2013;2013;38;15/09/2013;2013;38;NOTDEFINED;All;ILI;25403
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;11/08/2014;2014;33;10/08/2014;2014;33;NOTDEFINED;All;ILI;35728
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/08/2014;2014;34;17/08/2014;2014;34;NOTDEFINED;All;ILI;36530
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;25/08/2014;2014;35;24/08/2014;2014;35;NOTDEFINED;All;ILI;32486
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;01/09/2014;2014;36;31/08/2014;2014;36;NOTDEFINED;All;ILI;28396
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;08/09/2014;2014;37;07/09/2014;2014;37;NOTDEFINED;All;ILI;25825
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;15/09/2014;2014;38;14/09/2014;2014;38;NOTDEFINED;All;ILI;24293
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;27/04/2015;2015;18;26/04/2015;2015;17;NOTDEFINED;All;ILI;19352
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;04/05/2015;2015;19;03/05/2015;2015;18;NOTDEFINED;All;ILI;22412
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;11/05/2015;2015;20;10/05/2015;2015;19;NOTDEFINED;All;ILI;23259
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/05/2015;2015;21;17/05/2015;2015;20;NOTDEFINED;All;ILI;23675
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;25/05/2015;2015;22;24/05/2015;2015;21;NOTDEFINED;All;ILI;23308
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;01/06/2015;2015;23;31/05/2015;2015;22;NOTDEFINED;All;ILI;25997
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;04/01/2016;2016;1;03/01/2016;2016;1;NOTDEFINED;All;ILI;11773
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;11/01/2016;2016;2;10/01/2016;2016;2;NOTDEFINED;All;ILI;11479
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/01/2016;2016;3;17/01/2016;2016;3;NOTDEFINED;All;ILI;11706
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;25/01/2016;2016;4;24/01/2016;2016;4;NOTDEFINED;All;ILI;12277
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;01/02/2016;2016;5;31/01/2016;2016;5;NOTDEFINED;All;ILI;11429
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;08/02/2016;2016;6;07/02/2016;2016;6;NOTDEFINED;All;ILI;11038
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;12/12/2016;2016;50;11/12/2016;2016;50;NOTDEFINED;All;ILI;10267
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;19/12/2016;2016;51;18/12/2016;2016;51;NOTDEFINED;All;ILI;8297
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;26/12/2016;2016;52;25/12/2016;2016;52;NOTDEFINED;All;ILI;7199
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;02/01/2017;2017;1;01/01/2017;2017;1;NOTDEFINED;All;ILI;10544
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;09/01/2017;2017;2;08/01/2017;2017;2;NOTDEFINED;All;ILI;10209
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;16/01/2017;2017;3;15/01/2017;2017;3;NOTDEFINED;All;ILI;10336
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;23/01/2017;2017;4;22/01/2017;2017;4;NOTDEFINED;All;ILI;11294
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;30/01/2017;2017;5;29/01/2017;2017;5;NOTDEFINED;All;ILI;11523
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;06/02/2017;2017;6;05/02/2017;2017;6;NOTDEFINED;All;ILI;12322
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;11/12/2017;2017;50;10/12/2017;2017;50;NOTDEFINED;All;ILI;8654
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;18/12/2017;2017;51;17/12/2017;2017;51;NOTDEFINED;All;ILI;7769
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;25/12/2017;2017;52;24/12/2017;2017;52;NOTDEFINED;All;ILI;6591
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;01/01/2018;2018;1;31/12/2017;2018;1;NOTDEFINED;All;ILI;8667
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;08/01/2018;2018;2;07/01/2018;2018;2;NOTDEFINED;All;ILI;8798
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;15/01/2018;2018;3;14/01/2018;2018;3;NOTDEFINED;All;ILI;8953
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;22/01/2018;2018;4;21/01/2018;2018;4;NOTDEFINED;All;ILI;8819
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;29/01/2018;2018;5;28/01/2018;2018;5;NOTDEFINED;All;ILI;8103
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;05/02/2018;2018;6;04/02/2018;2018;6;NOTDEFINED;All;ILI;8719
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;10/12/2018;2018;50;09/12/2018;2018;50;NOTDEFINED;All;ILI;6137
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;17/12/2018;2018;51;16/12/2018;2018;51;NOTDEFINED;All;ILI;4604
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;24/12/2018;2018;52;23/12/2018;2018;52;NOTDEFINED;All;ILI;3035
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;31/12/2018;2019;1;30/12/2018;2019;1;NOTDEFINED;All;ILI;7685
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;07/01/2019;2019;2;06/01/2019;2019;2;NOTDEFINED;All;ILI;8861
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;14/01/2019;2019;3;13/01/2019;2019;3;NOTDEFINED;All;ILI;8766
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;21/01/2019;2019;4;20/01/2019;2019;4;NOTDEFINED;All;ILI;8626
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;28/01/2019;2019;5;27/01/2019;2019;5;NOTDEFINED;All;ILI;8372
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;04/02/2019;2019;6;03/02/2019;2019;6;NOTDEFINED;All;ILI;9508
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;09/12/2019;2019;50;08/12/2019;2019;50;NOTDEFINED;All;ILI;5996
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;16/12/2019;2019;51;15/12/2019;2019;51;NOTDEFINED;All;ILI;4134
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;23/12/2019;2019;52;22/12/2019;2019;52;NOTDEFINED;All;ILI;2114
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;30/12/2019;2020;1;29/12/2019;2020;1;NOTDEFINED;All;ILI;7820
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;06/01/2020;2020;2;05/01/2020;2020;2;NOTDEFINED;All;ILI;8913
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;13/01/2020;2020;3;12/01/2020;2020;3;NOTDEFINED;All;ILI;8241
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;20/01/2020;2020;4;19/01/2020;2020;4;NOTDEFINED;All;ILI;8403
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;27/01/2020;2020;5;26/01/2020;2020;5;NOTDEFINED;All;ILI;9025
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;03/02/2020;2020;6;02/02/2020;2020;6;NOTDEFINED;All;ILI;9466
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;07/12/2020;2020;50;06/12/2020;2020;50;NOTDEFINED;All;ILI;2662
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;14/12/2020;2020;51;13/12/2020;2020;51;NOTDEFINED;All;ILI;2783
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;21/12/2020;2020;52;20/12/2020;2020;52;NOTDEFINED;All;ILI;2289
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;28/12/2020;2020;53;27/12/2020;2020;53;NOTDEFINED;All;ILI;1807
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;03/05/2021;2021;18;02/05/2021;2021;18;NOTDEFINED;All;ILI;10201
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;10/05/2021;2021;19;09/05/2021;2021;19;NOTDEFINED;All;ILI;11837
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;17/05/2021;2021;20;16/05/2021;2021;20;NOTDEFINED;All;ILI;11548
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;24/05/2021;2021;21;23/05/2021;2021;21;NOTDEFINED;All;ILI;9555
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;31/05/2021;2021;22;30/05/2021;2021;22;NOTDEFINED;All;ILI;9768
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;07/06/2021;2021;23;06/06/2021;2021;23;NOTDEFINED;All;ILI;9557
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;14/06/2021;2021;24;13/06/2021;2021;24;NOTDEFINED;All;ILI;8785
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;02/05/2022;2022;18;01/05/2022;2022;18;NOTDEFINED;All;ILI;28461
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;09/05/2022;2022;19;08/05/2022;2022;19;NOTDEFINED;All;ILI;32315
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;16/05/2022;2022;20;15/05/2022;2022;20;NOTDEFINED;All;ILI;31779
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;23/05/2022;2022;21;22/05/2022;2022;21;NOTDEFINED;All;ILI;31862
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;30/05/2022;2022;22;29/05/2022;2022;22;NOTDEFINED;All;ILI;34125
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;06/06/2022;2022;23;05/06/2022;2022;23;NOTDEFINED;All;ILI;37009
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;01/05/2023;2023;18;30/04/2023;2023;18;NOTDEFINED;All;ILI;24406
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;08/05/2023;2023;19;07/05/2023;2023;19;NOTDEFINED;All;ILI;30463
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;15/05/2023;2023;20;14/05/2023;2023;20;NOTDEFINED;All;ILI;35089
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;22/05/2023;2023;21;21/05/2023;2023;21;NOTDEFINED;All;ILI;35733
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;29/05/2023;2023;22;28/05/2023;2023;22;NOTDEFINED;All;ILI;38194
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;05/06/2023;2023;23;04/06/2023;2023;23;NOTDEFINED;All;ILI;40632
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;29/04/2024;2024;18;28/04/2024;2024;18;NOTDEFINED;All;ILI;19549
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;06/05/2024;2024;19;05/05/2024;2024;19;NOTDEFINED;All;ILI;24185
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;13/05/2024;2024;20;12/05/2024;2024;20;NOTDEFINED;All;ILI;31028
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;20/05/2024;2024;21;19/05/2024;2024;21;NOTDEFINED;All;ILI;43559
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;27/05/2024;2024;22;26/05/2024;2024;22;NOTDEFINED;All;ILI;57317
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;03/06/2024;2024;23;02/06/2024;2024;23;NOTDEFINED;All;ILI;63801
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;09/04/2012;2012;15;08/04/2012;2012;15;NOTDEFINED;All;ILI;19588
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;16/04/2012;2012;16;15/04/2012;2012;16;NOTDEFINED;All;ILI;19555
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;23/04/2012;2012;17;22/04/2012;2012;17;NOTDEFINED;All;ILI;21256
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;30/04/2012;2012;18;29/04/2012;2012;18;NOTDEFINED;All;ILI;22150
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;07/05/2012;2012;19;06/05/2012;2012;19;NOTDEFINED;All;ILI;24710
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;14/05/2012;2012;20;13/05/2012;2012;20;NOTDEFINED;All;ILI;26725
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;08/04/2013;2013;15;07/04/2013;2013;15;NOTDEFINED;All;ILI;19317
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;15/04/2013;2013;16;14/04/2013;2013;16;NOTDEFINED;All;ILI;21152
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;22/04/2013;2013;17;21/04/2013;2013;17;NOTDEFINED;All;ILI;22040
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;29/04/2013;2013;18;28/04/2013;2013;18;NOTDEFINED;All;ILI;19212
AMR;SH;SH;FLU_TEMP_SAMR;ARG;Argentina;06/05/2013;2013;19;05/05/2013;2013;19;NOTDEFINED;All;ILI;23285
